particle_id,vx,vy,vz,px,py,pz,q,nhits
364823936690552832,-26.6207,-43.5254,-67.4979,-0.0964394,-0.536537,-0.515196,1,13
229699042878160896,0.00067174,0.0249634,-1.4586,-0.0761295,1.43254,0.45811599999999997,-1,11
409828390724435968,0.0277254,0.00995137,-5.2266699999999995,-0.26447,-0.07862960000000001,1.19233,-1,12
968280242076516352,-0.00417844,0.00475084,-5.12884,-0.5844060000000001,0.164654,0.0542,1,13
526925623168335872,-0.00773821,0.00819717,-0.591348,-0.37532,0.24950799999999998,-0.757152,1,3
418843080418926594,140.119,-478.94199999999995,-369.151,0.302122,0.0469946,-0.18945,1,2
22528718375223296,-0.0158017,0.00638077,1.16279,-0.0836277,0.184219,1.9274099999999998,-1,12
864703841558331392,0.0126226,0.00612422,-1.50809,0.42726800000000004,-0.327175,-0.343078,-1,12
418839025953013760,0.0183655,-0.0168648,4.19268,-0.295671,-1.15442,1.3819700000000001,-1,13
171141321325543424,3.3689,2.8363099999999997,37.0475,0.280242,0.181768,2.8056900000000002,-1,1
454864593156571136,0.00673639,0.0150607,-0.438758,0.9673440000000001,-0.528365,-0.041422900000000006,-1,10
963770801293623296,0.00106278,0.00228018,2.1829,-0.639091,0.33247899999999997,-0.782573,1,9
662035261256892416,-0.000737204,-0.00617908,-10.0669,1.32525,2.17238,18.3427,-1,1
220697684778942464,-0.0215424,0.00567734,-4.09596,-0.239858,-0.10116499999999999,-2.0432799999999998,1,13
707077167422377985,44.7699,10.2765,570.569,0.3514,-0.042087,-0.0829757,1,8
815151876151443456,0.0131649,0.000293183,-2.43796,0.17293599999999998,0.00525249,0.684846,-1,11
328764559521222657,18.0319,5.98741,373.777,0.110577,-0.196401,-0.08344889999999999,-1,8
630505390940880896,0.008155899999999999,0.0035591,0.573205,-0.271834,0.0923698,-0.00756983,1,14
225184929170849792,-0.017552,-0.0146892,-5.44466,-0.236172,0.05675790000000001,0.368629,1,9
139618460396158976,-0.0455581,-0.00213868,8.45589,0.317763,0.23181999999999997,-0.0480436,-1,12
94579028165402626,335.505,132.19,-578.225,-0.00162988,0.11138699999999999,0.0059786,1,1
558451988791033856,-0.000625275,0.010523200000000002,10.8337,0.842986,0.21989099999999998,0.429,-1,10
432347007336579072,0.00369111,-0.0164653,10.3317,0.154167,-0.21713200000000002,0.121288,-1,10
914239039412895744,0.00645132,0.00558013,-11.5839,0.057034100000000004,0.302439,-0.578259,1,12
716073508983013376,0.0193042,-0.00574935,-5.67694,-0.19581199999999999,0.844248,0.11445699999999999,-1,11
337772308514996224,0.00233234,-0.0236547,9.00641,-0.46508599999999994,-0.128822,-1.61809,-1,9
