particle_id,vx,vy,vz,px,py,pz,q,nhits
657527126144057344,-0.00138821,-0.00693833,-3.4744,0.211677,-0.602629,3.60342,-1,3
94580127660244992,0.00375047,0.0105381,6.9397,0.371739,-0.29748800000000003,3.04737,-1,1
364806962979799040,0.014919100000000001,-0.002212,-11.5247,-0.499065,-0.12168,0.7239270000000001,-1,11
810649719633084416,0.00336601,0.00217315,10.2654,1.1494799999999998,0.382183,7.252330000000001,1,6
860193369983287296,0.0133344,0.0158988,-0.279931,0.458476,0.359421,-0.145571,1,13
941257407378497538,-12.7273,-71.6428,460.991,-0.10906700000000001,0.436195,-0.0925067,1,9
139615368019705856,-0.0455581,-0.00213868,8.45589,-0.15821300000000002,-0.372933,-0.644212,-1,10
950260620886802432,-0.0125745,0.042390699999999996,-4.230090000000001,-0.388549,0.5023380000000001,-3.99473,1,11
180153124785225728,-0.010003,-0.022239,11.077,-0.199418,0.00640104,-0.8472209999999999,1,12
409836087305830400,0.0277254,0.00995137,-5.2266699999999995,-0.173539,-0.611035,-0.189828,1,7
220710672760045568,-9.02045,-17.7867,-98.2724,-0.181162,-0.055587300000000006,-1.3625399999999999,-1,1
585472899360489472,-0.0108205,-0.00310644,6.37972,-0.13708199999999998,-0.358043,1.37689,1,14
585468363875024896,-0.0108205,-0.00310644,6.37972,0.12118499999999999,-0.11996300000000001,0.619688,-1,4
409828871760773120,0.0277254,0.00995137,-5.2266699999999995,1.14903,-0.47229399999999994,-1.1884700000000001,1,13
657533791933300736,-0.00138821,-0.00693833,-3.4744,-1.18212,-2.13777,-17.5247,1,6
837684855134224384,0.00107922,0.013532399999999998,-11.1873,-0.42743400000000004,-0.08478010000000001,-3.4226199999999998,1,13
292735693766000640,0.00917456,0.008978700000000001,11.2888,0.477181,1.51627,1.4807299999999999,-1,10
180149620091912192,-0.010003,-0.022239,11.077,0.19055,-0.14311400000000002,0.43950900000000004,1,13
864694633182015490,107.485,-236.703,283.257,0.162599,0.012152600000000001,-0.117283,1,5
418838132599816192,0.0183655,-0.0168648,4.19268,-0.446301,-0.034197500000000006,0.033454000000000005,1,14
445881583157641216,15.423,10.4713,-116.009,0.408085,0.42420699999999995,-2.4575099999999996,-1,13
873711040813072384,-0.0202733,-0.00521751,2.11253,-2.86408,1.08463,7.3291,1,12
680046361248272385,-31.8306,2.74083,387.80199999999996,0.08071110000000001,-0.164581,-0.40124899999999997,-1,4
94577310161698816,0.00375047,0.0105381,6.9397,-0.047938699999999994,0.683834,1.33086,1,11
891712932377788416,-0.00873688,0.00786751,0.242846,0.8323790000000001,-0.264888,-0.197384,-1,9
562954969943113728,-0.0125499,-0.0179109,2.88125,0.35944,0.44441099999999994,-0.355611,1,12
734100139559354368,-0.00916967,-0.00476335,-2.6461099999999997,-0.22625900000000002,0.31255900000000003,1.0766200000000001,-1,11
18016528813260800,-0.010118799999999999,0.00217323,3.7448,0.42151099999999997,0.5019359999999999,-0.14899400000000002,-1,10
180146390293291010,-65.6816,-98.9795,-28.3269,0.0434077,-0.221266,-0.027804500000000003,1,3
743102940767584256,0.0164016,0.00663854,-1.57429,-0.00042015900000000003,-0.160275,0.32915900000000003,-1,8
409831002081337346,166.61900000000003,202.553,-204.982,-0.163715,0.432234,-0.150428,1,5
9008367485845504,0.004312,0.021333,-3.5877800000000004,-0.166607,0.39727399999999996,-1.59076,1,13
90073160778514432,0.029486099999999998,-0.000268733,13.3544,0.0975053,0.73196,0.43644499999999997,-1,8
94577310178480129,121.57600000000001,600.999,1215.5,0.377782,0.18111300000000002,-0.226,1,2
657537021748707328,-36.3034,107.91,-63.0801,-0.386667,1.01876,-0.655438,1,2
662042408082472960,-0.000737204,-0.00617908,-10.0669,0.36462100000000003,-0.333867,-0.503278,1,13
639529014150561792,-0.036488400000000004,-0.0130395,4.7518,0.8824059999999999,1.5547799999999998,11.6106,1,14
909733584359653376,5.24264,-9.266810000000001,-4.336040000000001,-0.0317177,-0.28026,0.115481,1,10
459370804124057600,0.00918388,-0.00271698,-1.96839,-0.133981,0.25388299999999997,0.5662689999999999,1,14
18022507407736832,-0.010118799999999999,0.00217323,3.7448,-0.950683,0.24618600000000002,2.2985700000000002,1,10
180144947167494144,-0.010003,-0.022239,11.077,0.509656,0.208242,-1.4606,1,12
495400975532556288,-0.0161455,0.018690000000000002,3.77889,-0.518408,-0.66435,-1.1306399999999999,-1,11
328769576026243072,15.2315,23.0534,19.8848,0.196391,0.543117,0.44923100000000005,-1,11
954771848376090624,0.014798400000000001,-0.019702599999999997,-11.7615,1.7186599999999999,1.6295,-2.18589,-1,9
639533137319165952,-0.036488400000000004,-0.0130395,4.7518,0.162129,0.553318,-1.35074,-1,10
355788631186608129,231.86,107.07700000000001,-681.967,0.236641,0.155478,0.173413,-1,5
364811223587356672,0.014919100000000001,-0.002212,-11.5247,-0.19774,0.183062,-0.041882800000000005,1,12
27032592880500736,0.00551305,-0.00583584,-1.55768,0.612647,-0.292089,2.36594,-1,12
680046842267828224,-0.00429976,0.00228218,1.78328,-1.05349,-0.294653,-3.6730400000000003,-1,1
364793287854264321,-149.15,207.313,370.833,0.111981,0.112034,-0.10518599999999999,1,3
445868045420724224,0.0008363139999999999,-0.0021718,-5.04407,-0.186351,-0.362504,0.41558999999999996,-1,9
27025995810734080,0.00551305,-0.00583584,-1.55768,-0.3864,0.650381,1.31044,1,10
324276078161952768,-19.9397,-3.5889300000000004,4.9615,-0.12461900000000001,-0.0862637,0.00248555,1,3
648521988507181058,44.2849,-323.3,-1182.66,0.207866,0.019415,0.20260699999999998,1,4
936751677430562816,-0.00703483,0.021566,-4.30566,0.113357,0.38856799999999997,-1.18791,1,13
