hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
17076,364799816154218496,17.1738,27.1731,-293.448,0.20303800000000002,0.30256900000000003,-3.1886200000000002,0.0
17106,445881789316071424,-20.3246,24.6645,-314.644,-0.15501099999999998,0.20534499999999997,-2.39743,0.0
17139,153125067390189568,-31.2829,12.4514,-280.068,-0.728761,0.299556,-6.6001199999999995,0.0
17158,396317798000754688,-33.836999999999996,1.51991,-244.604,-1.35464,0.06984689999999999,-9.968739999999999,0.0
17162,837684855134224384,-31.3739,-5.52499,-261.404,-0.43086499999999994,-0.0665976,-3.4223199999999996,0.0
17188,716072684349292544,-22.5702,-21.9262,-232.11599999999999,-2.63669,-2.5714599999999996,-26.4966,0.0
17216,657533791933300736,-15.3459,-27.5044,-229.37900000000002,-1.19828,-2.12817,-17.5245,0.0
17236,639525165859864576,-4.325019999999999,-31.2454,-228.05900000000003,-0.0647346,-0.540751,-4.02591,0.0
17287,216173538028027904,16.0736,-27.7977,-243.525,0.20759499999999997,-0.376804,-3.33075,0.0
17292,130606244619616256,18.6926,-25.4584,-228.049,0.581172,-0.809218,-7.2789,0.0
17633,432349687396171776,-22.4437,-22.811,-202.618,-0.641079,-0.664622,-6.1471,0.0
17638,734096703585517568,-26.6201,-18.1352,-170.046,-1.7977900000000002,-1.21238,-11.272,0.0
17657,220710672760045568,-22.8337,-22.3744,-202.947,-0.178329,-0.0631379,-1.36251,0.0
17755,526921912316592128,10.6293,-30.1137,-163.99599999999998,0.112777,-0.288976,-1.58474,0.0
17784,117101493051457536,19.4568,-25.4397,-177.255,0.2975,-0.40552699999999997,-2.78468,0.0
17856,364802771091718144,27.9988,-15.4604,-159.964,0.44679399999999997,-0.236578,-2.35036,0.0
17858,671041704597389312,31.9048,-1.4253200000000001,-145.599,0.254259,-0.0209842,-1.14329,0.0
17889,743111461982699520,29.7863,11.5658,-164.958,0.37696399999999997,0.155932,-2.08577,0.0
17918,139619422468833280,29.7354,14.6474,-158.722,0.218252,0.09667339999999999,-1.20354,0.0
17936,445881583157641216,24.7167,20.2662,-172.38,0.403388,0.429428,-2.4573400000000003,0.0
17959,238697102442496000,12.1509,29.5936,-158.202,0.261803,0.6104189999999999,-3.39889,0.0
17986,711573963804770304,0.720813,31.9446,-148.601,0.00408424,0.573905,-2.6239999999999997,0.0
18085,950260620886802432,-19.2147,25.6559,-205.635,-0.372774,0.514225,-3.99451,0.0
18096,180145153342709762,-29.8611,11.5957,-178.891,-0.186223,-0.0112271,0.199163,0.0
18147,409830795906121728,-31.8664,2.1070599999999997,-203.18900000000002,-0.534925,0.0248163,-3.3178199999999998,0.0
18172,693557503710986240,-32.8372,-1.33966,-79.8306,-0.99245,-0.030273200000000004,-2.6341200000000002,0.0
18176,680046842267828224,-30.2516,-8.734860000000001,-103.919,-1.04786,-0.312732,-3.67251,0.0
18207,355785744951803904,-29.1307,-11.9407,-122.12799999999999,-0.18065699999999998,-0.0834052,-0.761717,0.0
18221,837677227272306688,-32.2034,-3.1525,-89.2872,-1.94619,-0.200964,-4.721369999999999,0.01094439129971388
18306,639521386288644096,-28.9295,-14.8065,-70.8321,-0.172664,-0.09925419999999999,-0.46542700000000004,0.0
18336,229695675623800832,-16.0103,-27.1842,-82.2687,-0.0748697,-0.112945,-0.28010999999999997,0.0
18376,734099864681447424,-20.9526,-24.8026,-111.87700000000001,-0.118296,-0.153224,-0.651712,0.0
18464,824159212845137920,5.32461,-31.4439,-132.591,0.050694800000000005,-0.359322,-1.53379,0.0
18588,63050669661093888,24.6556,-21.2575,-71.7171,0.32064499999999996,-0.28882800000000003,-0.941794,0.0
18735,180144947167494144,29.3262,11.3816,-72.4414,0.515704,0.190729,-1.46064,0.0
18782,103584578135916544,26.0047,18.0809,-126.087,0.15006,0.11533299999999999,-0.745656,0.0
18844,860191514557415424,17.2856,26.5696,-118.67299999999999,0.302697,0.44780600000000004,-2.02258,0.0
18855,454865211631861760,13.8737,28.2138,-79.39699999999999,0.168569,0.363473,-1.00858,0.0
18858,292746688882278400,20.8753,24.8398,-75.6497,0.511672,0.593863,-2.1021799999999997,0.0
18892,936751677430562816,9.81718,30.9356,-99.5274,0.131679,0.382305,-1.18779,0.0
18991,9008367485845504,-11.5192,29.2781,-119.696,-0.148949,0.40421,-1.5905,0.0
19137,788130759423557632,-31.0541,7.71553,-96.5547,-0.561483,0.148642,-1.70767,0.0
19175,180153124785225728,-31.3499,2.47227,-122.26100000000001,-0.198773,0.025316599999999998,-0.846767,0.0
19197,517918904949932032,-31.1731,-7.59933,-51.9071,-0.646543,-0.148571,-0.9355110000000001,0.0
19272,481886465798701056,-31.1897,-7.551989999999999,-48.9978,-0.703391,-0.17923499999999998,-1.1919600000000001,0.0
19292,927744890492682240,-33.4209,-1.1703700000000001,-9.37134,-0.314127,-0.000624241,-0.0223546,0.0
19298,355791654826803200,-30.8823,-8.43101,-0.39833,-0.638707,-0.163932,0.0314257,0.0
19449,891714925242613760,-27.1648,-17.5254,-45.6869,-0.57563,-0.382191,-0.981967,0.0
19493,707073731431759872,-17.5168,-27.0078,-17.8325,-0.18149500000000002,-0.29835500000000004,-0.157703,0.0
19501,684558482073976832,-15.7846,-27.8425,-24.3352,-0.13908199999999998,-0.264909,-0.218072,0.0
19539,139615368019705856,-11.8409,-29.7429,-42.4362,-0.13997300000000001,-0.379997,-0.643899,0.0
19564,495400975532556288,-19.7831,-25.9157,-39.9489,-0.503039,-0.6762729999999999,-1.13024,0.0
19565,680046567389921280,-16.9465,-27.2826,-7.106310000000001,-0.47779399999999994,-0.786755,-0.255104,0.0
19605,468378621854089216,-8.56293,-31.5022,-7.52998,-0.21911399999999998,-0.843032,-0.269137,0.0
19623,616993423827664896,-2.07587,-31.8681,-57.9916,-0.0563731,-1.00181,-1.69675,0.005440209189451206
19631,671048232947679232,-2.38327,-31.8508,-6.56716,-0.0204833,-0.150927,-0.0213868,0.0
19690,418845554303303680,-1.19028,-31.9181,-32.4465,-0.026494099999999996,-0.441184,-0.506866,0.0
19692,355785607512850432,-4.93246,-31.706999999999997,-1.83306,-0.0296204,-0.24789,0.000637338,0.0
19710,409836087305830400,-9.43144,-31.4532,-15.0764,-0.192634,-0.604715,-0.19055999999999998,0.0
19752,391813373739663360,11.4883,-29.8134,-61.6341,0.222187,-0.549552,-0.971692,0.0
19888,4517618400624640,21.926,-23.2341,-13.8736,1.04281,-1.09195,-0.651712,0.006253391895257552
19891,292744421139546112,24.0567,-21.331,-23.9785,0.458692,-0.394227,-0.664095,0.0
19910,662042408082472960,23.1869,-22.1079,-42.6629,0.350686,-0.348171,-0.502998,0.0
19934,837673447701086208,23.1869,-22.1079,-49.8707,2.42662,-2.30183,-4.03846,0.013840104784044564
19962,4503943224754176,23.2733,-22.0307,-56.5043,16.4252,-15.5632,-39.8248,0.0
19968,153149668962861056,19.0724,-25.783,-8.63602,0.209706,-0.18045799999999998,0.0284156,0.0
20038,409828871760773120,29.4884,-12.369000000000002,-35.7901,1.1416899999999999,-0.48978599999999994,-1.18812,0.005645349170323547
20068,4517480961671168,28.9333,-13.520999999999999,-6.14308,1.93092,-0.8931180000000001,-0.403402,0.009976331463634544
20146,968278317931167744,31.8978,-1.5497100000000001,-9.99003,1.40745,-0.059151499999999996,-0.213961,0.007391749913031604
20170,671041567158435840,31.886999999999997,-1.74111,-55.2868,0.799558,-0.053276300000000006,-1.3304,0.0
20231,891712932377788416,31.443,-9.61323,-7.18955,0.8378,-0.24662199999999998,-0.197149,0.0
20322,774621747247841280,29.7968,11.5358,-21.5289,0.276543,0.118281,-0.25785,0.0
20336,517915537695571968,31.6309,6.29004,-21.9886,0.475524,0.10336600000000001,-0.231902,0.0
20355,166640195599335424,32.8638,2.7638,-37.547,0.31495700000000004,0.0359156,-0.339316,0.0
20359,252202747363852288,31.250999999999998,7.376469999999999,-40.1721,0.390498,0.0822632,-0.573394,0.0
20417,526921431280254976,23.2412,21.9181,-38.4281,0.446913,0.409062,-0.716063,0.0
20434,639515957449981952,27.7164,16.9078,-35.1857,0.351393,0.2259,-0.5121020000000001,0.0
20439,860193369983287296,25.5336,19.3516,-8.27769,0.47007899999999997,0.344008,-0.144756,0.0
20450,517919317266792448,22.1638,23.1243,-50.336000000000006,0.110319,0.13002,-0.23208299999999998,0.0
20492,824162580099497984,21.8683,23.4552,-34.0053,0.21400300000000003,0.214378,-0.34065500000000004,0.0
20493,117098538113957888,26.0245,18.8021,-43.4457,0.7532310000000001,0.532065,-1.25274,0.0
20513,954771848376090624,23.1147,22.0597,-41.2489,1.70576,1.6435400000000002,-2.18514,0.014566405197258747
20555,562954969943113728,21.1444,25.2597,-17.6518,0.373727,0.431159,-0.35607300000000003,0.0
20577,409831002064551936,16.0058,27.736,-29.3676,0.214996,0.353831,-0.31250700000000003,0.0
20602,18016528813260800,20.7225,25.4631,-3.7280800000000003,0.40621,0.513843,-0.149582,0.0
20715,738590545047191552,2.4171,31.8489,-31.8784,0.026009300000000003,0.23024899999999998,-0.15847999999999998,0.0
20742,139626225697030144,7.765560000000001,31.5472,-0.42261099999999996,0.281184,-0.22381199999999998,0.165935,0.0
20748,189151802824851456,9.439919999999999,31.4527,-1.401,0.20461,0.715884,-0.0270526,0.0
20821,801653584214097920,1.09505,31.9235,-4.2834699999999994,0.0199367,0.855773,-0.14509,0.0
20841,950267286676045824,-11.0197,29.9772,-12.3508,-0.056509300000000005,0.181644,-0.048651599999999996,0.0
20848,364825036202180608,-5.27201,31.9868,-0.880782,-0.153684,0.8667159999999999,0.288569,0.0
20878,783629290099965952,-9.07037,30.6588,-47.8134,-0.09962939999999999,0.643537,-1.00657,0.0
20924,562955038662590464,-5.1004,32.0468,-41.7007,-0.043910199999999996,0.215035,-0.30098,0.0
20928,864701573815599104,-7.932110000000001,31.0568,-44.0083,-0.247271,0.9270950000000001,-1.2726,0.0
20934,873717569163362304,-8.024510000000001,31.0245,-35.583,-0.037392699999999994,0.18066,-0.218139,0.0
20961,418836277173944320,-3.7308800000000004,32.5257,-43.0263,-0.024038499999999997,0.292466,-0.42278999999999994,0.0
21003,27021872642129920,-23.4793,21.8467,-24.0878,-1.28055,1.20478,-1.2348700000000001,0.009903070359113737
21032,783627159796187136,-16.1982,28.3503,-15.0683,-0.251562,0.45917700000000006,-0.288923,0.0
21038,950263507104825344,-22.3029,22.8975,-22.0497,-0.506156,0.5049170000000001,-0.399851,0.0
21081,364811223587356672,-22.7392,22.5078,-16.5272,-0.184662,0.19575599999999999,-0.0421408,0.0
21088,693556266760404992,-18.374000000000002,26.4068,-29.015,-0.100026,0.125995,-0.18171800000000002,0.0
21101,360289756896034816,-20.8782,24.17,-12.6304,-0.14858,0.18618900000000002,-0.07915950000000001,0.0
21187,968279554881748992,-27.7044,16.0712,-53.1185,-0.805704,0.478285,-1.40343,0.0
